id,ciudad,hora_tomada,temperatura,sensación_térmica,info,presión,humedad
72,London,2023-08-23 00:50:46,25,24,clear sky,1000,27
73,London,2023-08-22 00:50:47,25,24,clear sky,1003,19
74,London,2023-08-21 00:50:48,25,24,clear sky,1004,14
90,London,2023-08-23 00:51:59,25,24,clear sky,1000,27
91,London,2023-08-22 00:51:59,25,24,clear sky,1003,19
92,London,2023-08-21 00:52:01,25,24,clear sky,1004,14
